seed,condition,facts,item,depth,stem,correct,wrong,margin
1,mismatched,B,7,0.6364,The signal lamp housing takes fitting code,PX32,JD42,17.109352085739374
1,mismatched,B,8,0.7273,The glacier survey stake is recorded as marker,MT99,VP12,18.916570465778932
1,mismatched,B,9,0.8182,The northern relay station operates under callsign,CQ94,HA60,18.14195015700534
1,mismatched,B,10,0.9091,The eastern pumping station runs on circuit label,SD30,EB30,14.069144387263805
1,mismatched,B,11,1.0,The observatory's spare mirror was ordered as part number,SN57,XP79,18.17567735724151
2,cold,A,0,0.0,The meteorological buoy broadcasts on transponder code,BC20,AC24,-0.18495702743530273
2,cold,A,1,0.0909,The salvage tender was registered with hull number,MF95,CA15,1.9200043678283691
2,cold,A,2,0.1818,The medical supply locker was closed with seal number,GV14,JE30,-0.8711791038513184
2,cold,A,3,0.2727,The observatory's spare mirror was ordered as part number,UX30,ZF76,-1.1712408065795898
2,cold,A,4,0.3636,The cartography office safe opens with combination,PW60,YA59,1.828077793121338
2,cold,A,5,0.4545,Feld's field notebook carries catalogue reference,JB13,UB41,0.6243715286254883
2,cold,A,6,0.5455,The reserve fuel depot is listed at site code,MQ50,EB10,2.465841770172119
2,cold,A,7,0.6364,The telegraph repeater hut answers to station code,NP77,MV90,0.34603357315063477
2,cold,A,8,0.7273,The northern relay station operates under callsign,FT32,KL72,-0.8948702812194824
2,cold,A,9,0.8182,The archive microfilm reel is filed under shelf mark,HH13,AK67,-1.2217531204223633
2,cold,A,10,0.9091,The expedition's spare sledge carries equipment tag,FL32,TV15,-0.10371112823486328
2,cold,A,11,1.0,The survey team's theodolite bears serial number,ES75,YE70,0.40325498580932617
2,cold,B,0,0.0,The sealed crate in the annex is marked with inventory tag,MS96,HC94,14.737937194760889
2,cold,B,1,0.0909,The mail packet from Vlissen came in pouch number,TF67,XL23,15.806190893054008
2,cold,B,2,0.1818,The signal lamp housing takes fitting code,MU55,AQ26,17.395101391652133
2,cold,B,3,0.2727,The glacier survey stake is recorded as marker,MQ30,SU60,15.455415130592883
2,cold,B,4,0.3636,The winter quarters roof panel came from batch,NY69,RS51,17.0804206620669
2,cold,B,5,0.4545,Ansel's transit permit was issued as document number,WS41,EL43,18.090034910477698
2,cold,B,6,0.5455,The harbour pilot's licence shows registration code,RJ73,JV63,15.527607169933617
2,cold,B,7,0.6364,The diesel storage tank is stencilled vessel number,SS55,WA99,14.887816968839616
2,cold,B,8,0.7273,The assay laboratory furnace is a model,MU81,TE95,17.86691515345592
2,cold,B,9,0.8182,The coastal watchtower is designated post,JR49,EF31,16.681274347938597
2,cold,B,10,0.9091,The eastern pumping station runs on circuit label,KY74,DQ91,20.737377908080816
2,cold,B,11,1.0,The shipment of core samples travelled under consignment code,TS74,HS14,15.500417030416429
2,warm,A,0,0.0,The meteorological buoy broadcasts on transponder code,BC20,AC24,0.5335979461669922
2,warm,A,1,0.0909,The salvage tender was registered with hull number,MF95,CA15,2.4100513458251953
2,warm,A,2,0.1818,The medical supply locker was closed with seal number,GV14,JE30,-1.1864323616027832
2,warm,A,3,0.2727,The observatory's spare mirror was ordered as part number,UX30,ZF76,-0.21938037872314453
2,warm,A,4,0.3636,The cartography office safe opens with combination,PW60,YA59,2.2567620277404785
2,warm,A,5,0.4545,Feld's field notebook carries catalogue reference,JB13,UB41,0.14336347579956055
2,warm,A,6,0.5455,The reserve fuel depot is listed at site code,MQ50,EB10,2.677781105041504
2,warm,A,7,0.6364,The telegraph repeater hut answers to station code,NP77,MV90,0.4160337448120117
2,warm,A,8,0.7273,The northern relay station operates under callsign,FT32,KL72,-1.380842685699463
2,warm,A,9,0.8182,The archive microfilm reel is filed under shelf mark,HH13,AK67,-1.790360450744629
2,warm,A,10,0.9091,The expedition's spare sledge carries equipment tag,FL32,TV15,0.7733244895935059
2,warm,A,11,1.0,The survey team's theodolite bears serial number,ES75,YE70,1.6252403259277344
2,warm,B,0,0.0,The sealed crate in the annex is marked with inventory tag,MS96,HC94,14.806965427706018
2,warm,B,1,0.0909,The mail packet from Vlissen came in pouch number,TF67,XL23,16.590747283771634
2,warm,B,2,0.1818,The signal lamp housing takes fitting code,MU55,AQ26,17.30223256291356
2,warm,B,3,0.2727,The glacier survey stake is recorded as marker,MQ30,SU60,17.78073540132027
2,warm,B,4,0.3636,The winter quarters roof panel came from batch,NY69,RS51,18.230379630695097
2,warm,B,5,0.4545,Ansel's transit permit was issued as document number,WS41,EL43,18.74041784531437
2,warm,B,6,0.5455,The harbour pilot's licence shows registration code,RJ73,JV63,15.851699866936542
2,warm,B,7,0.6364,The diesel storage tank is stencilled vessel number,SS55,WA99,19.49345073418226
2,warm,B,8,0.7273,The assay laboratory furnace is a model,MU81,TE95,19.472675174474716
2,warm,B,9,0.8182,The coastal watchtower is designated post,JR49,EF31,16.342389978235587
2,warm,B,10,0.9091,The eastern pumping station runs on circuit label,KY74,DQ91,23.423356495506596
2,warm,B,11,1.0,The shipment of core samples travelled under consignment code,TS74,HS14,16.35779056348838
2,mismatched,A,0,0.0,The meteorological buoy broadcasts on transponder code,BC20,AC24,0.8639006614685059
2,mismatched,A,1,0.0909,The salvage tender was registered with hull number,MF95,CA15,2.562729835510254
2,mismatched,A,2,0.1818,The medical supply locker was closed with seal number,GV14,JE30,-2.005436897277832
2,mismatched,A,3,0.2727,The observatory's spare mirror was ordered as part number,UX30,ZF76,-0.1546497344970703
2,mismatched,A,4,0.3636,The cartography office safe opens with combination,PW60,YA59,1.746734619140625
2,mismatched,A,5,0.4545,Feld's field notebook carries catalogue reference,JB13,UB41,0.20360565185546875
2,mismatched,A,6,0.5455,The reserve fuel depot is listed at site code,MQ50,EB10,3.4185566902160645
2,mismatched,A,7,0.6364,The telegraph repeater hut answers to station code,NP77,MV90,-0.26491212844848633
2,mismatched,A,8,0.7273,The northern relay station operates under callsign,FT32,KL72,-1.537116527557373
2,mismatched,A,9,0.8182,The archive microfilm reel is filed under shelf mark,HH13,AK67,-1.4011921882629395
2,mismatched,A,10,0.9091,The expedition's spare sledge carries equipment tag,FL32,TV15,0.032848358154296875
2,mismatched,A,11,1.0,The survey team's theodolite bears serial number,ES75,YE70,-0.1199045181274414
2,mismatched,B,0,0.0,The sealed crate in the annex is marked with inventory tag,MS96,HC94,14.881217747693881
2,mismatched,B,1,0.0909,The mail packet from Vlissen came in pouch number,TF67,XL23,16.99805023497902
2,mismatched,B,2,0.1818,The signal lamp housing takes fitting code,MU55,AQ26,17.481951240915805
2,mismatched,B,3,0.2727,The glacier survey stake is recorded as marker,MQ30,SU60,17.735540201188996
2,mismatched,B,4,0.3636,The winter quarters roof panel came from batch,NY69,RS51,17.664325216435827
2,mismatched,B,5,0.4545,Ansel's transit permit was issued as document number,WS41,EL43,19.822122524899896
2,mismatched,B,6,0.5455,The harbour pilot's licence shows registration code,RJ73,JV63,15.964418371324427
2,mismatched,B,7,0.6364,The diesel storage tank is stencilled vessel number,SS55,WA99,19.039495012839325
2,mismatched,B,8,0.7273,The assay laboratory furnace is a model,MU81,TE95,19.132120267371647
2,mismatched,B,9,0.8182,The coastal watchtower is designated post,JR49,EF31,17.932038427097723
2,mismatched,B,10,0.9091,The eastern pumping station runs on circuit label,KY74,DQ91,22.825230865040794
2,mismatched,B,11,1.0,The shipment of core samples travelled under consignment code,TS74,HS14,16.763928235974163
3,cold,A,0,0.0,The shipment of core samples travelled under consignment code,HU79,SN92,-1.4761931896209717
3,cold,A,1,0.0909,The freight siding at Kelder appears on the plan as track,EM87,DV74,3.048417806625366
3,cold,A,2,0.1818,The signal lamp housing takes fitting code,RW84,JP91,0.6099815368652344
3,cold,A,3,0.2727,The coastal watchtower is designated post,CV11,KP43,-3.633629322052002
3,cold,A,4,0.3636,The winter supply manifest lists lot number,RJ80,SK80,0.19450092315673828
3,cold,A,5,0.4545,The ice core drilling rig was delivered as unit,HG70,LA63,-0.35691404342651367
3,cold,A,6,0.5455,The lighthouse relief roster follows schedule,TT70,UL12,-1.094627857208252
3,cold,A,7,0.6364,The harbour pilot's licence shows registration code,NW29,NV85,0.026918411254882812
3,cold,A,8,0.7273,The cartography office safe opens with combination,HW29,WE17,0.19670343399047852
3,cold,A,9,0.8182,The reserve fuel depot is listed at site code,SN11,WW52,0.25557613372802734
3,cold,A,10,0.9091,The medical supply locker was closed with seal number,XC30,QM96,-0.7386388778686523
3,cold,A,11,1.0,The diesel storage tank is stencilled vessel number,UB48,MV45,0.4925055503845215
3,cold,B,0,0.0,The expedition's spare sledge carries equipment tag,AJ70,UB96,15.303422783035785
3,cold,B,1,0.0909,The border checkpoint ledger opens at entry code,EM22,AM42,13.824396801181138
3,cold,B,2,0.1818,The meteorological buoy broadcasts on transponder code,BE73,UV50,16.542817732086405
3,cold,B,3,0.2727,The northern relay station operates under callsign,PW48,FM33,17.66917678155005
3,cold,B,4,0.3636,The radio operator's logbook continues in volume,PS59,LM86,15.522166543640196
3,cold,B,5,0.4545,The customs declaration quotes reference code,UM78,JK58,18.05163664650172
3,cold,B,6,0.5455,The hydrographic chart set reached edition,UP84,DA82,15.212443609838374
3,cold,B,7,0.6364,The assay laboratory furnace is a model,HL97,KS38,17.735312232165597
3,cold,B,8,0.7273,The archive microfilm reel is filed under shelf mark,AJ87,LF96,16.975178307504393
3,cold,B,9,0.8182,The seismograph at Ridge Camp reports as instrument,XY30,PW99,18.684911613818258
3,cold,B,10,0.9091,Ansel's transit permit was issued as document number,KD18,DD86,17.23409591661766
3,cold,B,11,1.0,The botanical specimen case holds accession number,RW71,LL96,17.743346248520538
3,warm,A,0,0.0,The shipment of core samples travelled under consignment code,HU79,SN92,-0.9880518913269043
3,warm,A,1,0.0909,The freight siding at Kelder appears on the plan as track,EM87,DV74,2.2860240936279297
3,warm,A,2,0.1818,The signal lamp housing takes fitting code,RW84,JP91,1.804856777191162
3,warm,A,3,0.2727,The coastal watchtower is designated post,CV11,KP43,-3.450911521911621
3,warm,A,4,0.3636,The winter supply manifest lists lot number,RJ80,SK80,0.9582953453063965
3,warm,A,5,0.4545,The ice core drilling rig was delivered as unit,HG70,LA63,0.2742304801940918
3,warm,A,6,0.5455,The lighthouse relief roster follows schedule,TT70,UL12,0.06374955177307129
3,warm,A,7,0.6364,The harbour pilot's licence shows registration code,NW29,NV85,-0.300717830657959
3,warm,A,8,0.7273,The cartography office safe opens with combination,HW29,WE17,0.600644588470459
3,warm,A,9,0.8182,The reserve fuel depot is listed at site code,SN11,WW52,0.645866870880127
3,warm,A,10,0.9091,The medical supply locker was closed with seal number,XC30,QM96,-0.6149916648864746
3,warm,A,11,1.0,The diesel storage tank is stencilled vessel number,UB48,MV45,0.2525601387023926
3,warm,B,0,0.0,The expedition's spare sledge carries equipment tag,AJ70,UB96,18.702010008506477
3,warm,B,1,0.0909,The border checkpoint ledger opens at entry code,EM22,AM42,13.404835815774277
3,warm,B,2,0.1818,The meteorological buoy broadcasts on transponder code,BE73,UV50,17.426004113745876
3,warm,B,3,0.2727,The northern relay station operates under callsign,PW48,FM33,19.839462448027916
3,warm,B,4,0.3636,The radio operator's logbook continues in volume,PS59,LM86,15.880955305532552
3,warm,B,5,0.4545,The customs declaration quotes reference code,UM78,JK58,19.703664694709005
3,warm,B,6,0.5455,The hydrographic chart set reached edition,UP84,DA82,16.448275891249068
3,warm,B,7,0.6364,The assay laboratory furnace is a model,HL97,KS38,20.31945419171825
3,warm,B,8,0.7273,The archive microfilm reel is filed under shelf mark,AJ87,LF96,18.820539794221986
3,warm,B,9,0.8182,The seismograph at Ridge Camp reports as instrument,XY30,PW99,21.186962387990206
3,warm,B,10,0.9091,Ansel's transit permit was issued as document number,KD18,DD86,17.511177098494954
3,warm,B,11,1.0,The botanical specimen case holds accession number,RW71,LL96,18.226999634644017
3,mismatched,A,0,0.0,The shipment of core samples travelled under consignment code,HU79,SN92,-1.6857080459594727
3,mismatched,A,1,0.0909,The freight siding at Kelder appears on the plan as track,EM87,DV74,1.6284074783325195
3,mismatched,A,2,0.1818,The signal lamp housing takes fitting code,RW84,JP91,0.9516329765319824
3,mismatched,A,3,0.2727,The coastal watchtower is designated post,CV11,KP43,-4.515148639678955
3,mismatched,A,4,0.3636,The winter supply manifest lists lot number,RJ80,SK80,0.5561866760253906
3,mismatched,A,5,0.4545,The ice core drilling rig was delivered as unit,HG70,LA63,-0.509894847869873
3,mismatched,A,6,0.5455,The lighthouse relief roster follows schedule,TT70,UL12,-0.5599856376647949
3,mismatched,A,7,0.6364,The harbour pilot's licence shows registration code,NW29,NV85,-0.18323040008544922
3,mismatched,A,8,0.7273,The cartography office safe opens with combination,HW29,WE17,0.0455632209777832
3,mismatched,A,9,0.8182,The reserve fuel depot is listed at site code,SN11,WW52,0.4472975730895996
3,mismatched,A,10,0.9091,The medical supply locker was closed with seal number,XC30,QM96,-0.5583696365356445
3,mismatched,A,11,1.0,The diesel storage tank is stencilled vessel number,UB48,MV45,0.2168421745300293
3,mismatched,B,0,0.0,The expedition's spare sledge carries equipment tag,AJ70,UB96,18.668461085879244
3,mismatched,B,1,0.0909,The border checkpoint ledger opens at entry code,EM22,AM42,12.71833812422119
3,mismatched,B,2,0.1818,The meteorological buoy broadcasts on transponder code,BE73,UV50,16.98168089694809
3,mismatched,B,3,0.2727,The northern relay station operates under callsign,PW48,FM33,19.496113227971364
3,mismatched,B,4,0.3636,The radio operator's logbook continues in volume,PS59,LM86,15.487247359356843
3,mismatched,B,5,0.4545,The customs declaration quotes reference code,UM78,JK58,17.715253403264796
3,mismatched,B,6,0.5455,The hydrographic chart set reached edition,UP84,DA82,15.865854501083959
3,mismatched,B,7,0.6364,The assay laboratory furnace is a model,HL97,KS38,18.48164694290608
3,mismatched,B,8,0.7273,The archive microfilm reel is filed under shelf mark,AJ87,LF96,18.84753395867301
3,mismatched,B,9,0.8182,The seismograph at Ridge Camp reports as instrument,XY30,PW99,19.4951861705631
3,mismatched,B,10,0.9091,Ansel's transit permit was issued as document number,KD18,DD86,17.832243597134948
3,mismatched,B,11,1.0,The botanical specimen case holds accession number,RW71,LL96,18.491870871046558
4,cold,A,0,0.0,The survey team's theodolite bears serial number,HK23,DB17,0.1431581974029541
4,cold,A,1,0.0909,The freight siding at Kelder appears on the plan as track,EC18,VB79,1.7874398231506348
4,cold,A,2,0.1818,The meteorological buoy broadcasts on transponder code,AN80,LB25,-2.2615222930908203
4,cold,A,3,0.2727,The customs declaration quotes reference code,KB38,SK62,-0.5887894630432129
4,cold,A,4,0.3636,The hydrographic chart set reached edition,ST56,WG71,3.1432108879089355
4,cold,A,5,0.4545,The coastal watchtower is designated post,GF49,GH66,1.04972505569458
